ID2005,WTR USED NET FOR EMAIL 2005, WTR USED NET FOR SCHOOL 2005, WTR USED NET TO SHOP 2005,WTR USED NET FOR GAMES 2005,HOW OFN WRY ABT MONEY 2005,HOW OFN WRY ABT FUTURE JOB 2005,HOW OFN FEEL DISCOURAGED 2005,LIKELIHOOD OF DIVORCE 2005,AVG HRS/WK WORKED 2005,HOW OFN MSCLBLD 2005,NMBR OF HRS OF SLP IN 24HR 2005,FREQ OF SNCK INSTD OF MEAL 2005,HOW OFN HAVE DRINKS 2005,ID2007,WTR USED NET FOR EMAIL 2007,WTR USED NET FOR SCHOOL 2007,WTR USED NET TO SHOP 2007,WTR USED NET FOR GAMES 2007,HOW OFN WRY ABT MONEY 2007,HOW OFN WRY ABT FUTURE JOB 2007,HOW OFN FEEL DISCOURAGED 2007,LIKELIHOOD OF DIVORCE 2007,AVG HRS/WK WORKED 2007,HOW OFN MSCLBLD 2007,NMBR OF HRS OF SLP IN 24HR 2007,FREQ OF SNCK INSTD OF MEAL 2007,HOW OFN HAVE DRINKS 2007,FRQ ATD RELIG PAST YR 2007,ID2009,WTR USED NET FOR EMAIL 2009,WTR USED NET FOR SCHOOL 2009,WTR USED NET TO SHOP 2009,WTR USED NET FOR GAMES 2009,HOW OFN WRY ABT MONEY 2009,HOW OFN WRY ABT FUTURE JOB 2009,HOW OFN FEEL DISCOURAGED 2009,LIKELIHOOD OF DIVORCE 2009,AVG HRS/WK WORKED 2009,HOW OFN MSCLBLD 2009,NMBR OF HRS OF SLP IN 24HR 2009,FREQ OF SNCK INSTD OF MEAL 2009,HOW OFN HAVE DRINKS 2009,ID2011,WTR USED NET FOR EMAIL 2011,WTR USED NET FOR SCHOOL 2011,WTR USED NET TO SHOP 2011,WTR USED NET FOR GAMES 2011,HOW OFN WRY ABT MONEY 2011,HOW OFN WRY ABT FUTURE JOB 2011,HOW OFN FEEL DISCOURAGED 2011,LIKELIHOOD OF DIVORCE 2011,AVG HRS/WK WORKED 2011,HOW OFN MSCLBLD 2011,NMBR OF HRS OF SLP IN 24HR 2011,FREQ OF SNCK INSTD OF MEAL 2011,HOW OFN HAVE DRINKS 2011,ID2013,WTR USED NET FOR EMAIL 2013,WTR USED NET FOR SCHOOL 2013,WTR USED NET TO SHOP 2013,WTR USED NET FOR GAMES 2013,HOW OFN WRY ABT MONEY 2013,HOW OFN WRY ABT FUTURE JOB 2013,HOW OFN FEEL DISCOURAGED 2013,LIKELIHOOD OF DIVORCE 2013,AVG HRS/WK WORKED 2013,HOW OFN MSCLBLD 2013,NMBR OF HRS OF SLP IN 24HR 2013,FREQ OF SNCK INSTD OF MEAL 2013,HOW OFN HAVE DRINKS 2013,ID2015,WTR USED NET FOR EMAIL 2015,WTR USED NET FOR SCHOOL 2015,WTR USED NET TO SHOP 2015,WTR USED NET FOR GAMES 2015,HOW OFN WRY ABT MONEY 2015,HOW OFN WRY ABT FUTURE JOB 2015,HOW OFN FEEL DISCOURAGED 2015,LIKELIHOOD OF DIVORCE 2015,AVG HRS/WK WORKED 2015,HOW OFN MSCLBLD 2015,NMBR OF HRS OF SLP IN 24HR 2015,FREQ OF SNCK INSTD OF MEAL 2015,HOW OFN HAVE DRINKS 2015
2395,6,5,1,1,3,3,2,1,0,4,8,5,0,2886,5,4,2,1,2,1,1,1,40,4,9,3,0,2,4280,6,5,2,1,2,1,1,1,0,0,8,4,0,1264,6,1,2,1,4,2,2,1,0,0,7,4,0,6365,,,,,,,,,,,,,,3282,,,,,,,,,,,,,
5509,3,2,1,2,6,5,3,1,30,5,8,5,1,7565,5,7,2,4,4,7,5,1,0,0,8,4,1,3,5891,6,1,1,5,7,7,5,1,0,0,6,5,0,8681,3,1,1,1,7,6,3,1,0,0,6,5,0,4709,,,,,,,,,,,,,,6945,,,,,,,,,,,,,
5509,,,,,,,,,,,,,,7699,1,3,1,1,2,5,5,1,0,0,5,5,3,0,6292,3,1,1,5,2,4,4,2,0,0,8,5,3,334,2,1,1,1,1,3,4,2,0,0,5,4,2,5399,2,1,1,1,3,3,6,2,0,0,6,5,5,2796,3,1,1,1,2,5,4,0,0,0,7,5,5
5193,,,,,,,,,,,,,,3408,,,,,,,,,,,,,,,6760,,,,,,,,,,,,,,6915,5,4,2,3,1,2,1,2,0,5,8,5,0,4739,6,4,1,3,1,3,2,2,14,5,7,5,0,2500,5,4,2,4,1,1,2,1,0,5,8,5,4
7002,1,1,1,6,5,3,4,1,0,0,9,2,2,1065,6,2,7,2,5,4,3,1,0,0,7,2,4,2,452,6,7,7,3,7,3,5,1,0,0,6,5,2,3262,3,1,7,1,6,3,2,1,0,0,7,2,2,8104,,,,,,,,,,,,,,8500,,,,,,,,,,,,,
1854,,,,,,,,,,,,,,2214,,,,,,,,,,,,,,,1420,,,,,,,,,,,,,,3753,5,4,1,3,7,6,1,2,0,1,6,4,3,4611,5,2,1,1,3,6,3,1,0,1,7,4,4,3571,5,5,2,3,5,4,3,1,0,3,7,2,4
1854,,,,,,,,,,,,,,2214,5,5,3,3,6,6,4,2,28,1,8,5,0,2,1420,2,5,2,1,5,5,5,1,0,1,8,6,1,3753,3,2,4,5,5,5,4,1,50,1,6,6,4,4611,3,7,2,2,3,4,4,1,40,3,6,5,5,3571,5,1,2,3,6,5,4,1,0,2,6,5,5
1594,,,,,,,,,,,,,,1142,,,,,,,,,,,,,,,3527,4,2,2,2,3,5,6,2,0,2,10,5,4,7561,4,1,1,2,5,4,2,3,0,0,9,4,0,8525,4,1,1,3,3,4,5,3,0,0,9,4,2,4535,,,,,,,,,,,,,
1376,,,,,,,,,,,,,,2967,,,,,,,,,,,,,,,6184,,,,,,,,,,,,,,5002,,,,,,,,,,,,,,7916,2,7,2,7,5,2,1,1,0,0,6,1,5,7871,3,1,4,1,4,3,3,2,36,0,5,6,5
1376,,,,,,,,,,,,,,2967,,,,,,,,,,,,,,,6184,,,,,,,,,,,,,,5002,,,,,,,,,,,,,,7800,6,4,2,4,4,5,5,2,20,1,7,3,3,7170,6,4,1,4,3,3,5,2,0,1,7,4,4
4812,,,,,,,,,,,,,,1621,,,,,,,,,,,,,,,1451,,,,,,,,,,,,,,8524,,,,,,,,,,,,,,7863,6,7,7,5,1,1,1,2,50,1,10,5,0,0,,,,,,,,,,,,,
4812,,,,,,,,,,,,,,1621,2,3,1,6,4,2,4,1,36,1,6,4,0,4,1451,3,1,1,2,4,4,4,2,25,6,6,5,0,8710,4,1,7,4,4,4,3,2,0,0,5,5,0,8677,4,2,1,3,4,4,4,1,0,0,5,6,2,9028,6,7,7,7,2,2,3,3,0,0,4,6,0
455,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,4835,,,,,,,,,,,,,,2904,6,4,3,5,1,1,3,1,0,5,8,6,0,8314,6,1,4,5,3,1,2,1,0,0,8,4,0,5197,6,7,5,4,5,3,1,1,0,0,7,1,0
455,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,4835,,,,,,,,,,,,,,2904,,,,,,,,,,,,,,6385,6,3,1,6,6,5,4,1,0,0,9,4,0,0,,,,,,,,,,,,,
4594,,,,,,,,,,,,,,4537,6,2,3,3,2,2,2,1,4,3,8,5,0,6,172,6,1,1,1,3,2,2,1,0,3,6,2,0,2180,6,4,2,2,3,4,4,1,0,5,8,5,4,4920,5,1,3,1,2,4,3,1,0,0,7,4,5,2503,4,7,2,7,4,4,3,1,0,0,7,5,3
4594,,,,,,,,,,,,,,4537,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,2180,6,4,3,5,1,2,1,2,0,1,7,5,5,1036,6,4,3,4,3,2,3,2,0,1,6,5,4,2119,6,1,4,3,4,4,3,2,38,0,6,5,3
6428,,,,,,,,,,,,,,6856,6,6,1,1,1,5,3,2,0,2,7,3,4,0,3838,6,5,3,1,1,7,5,2,0,2,7,5,5,7096,6,7,1,1,2,6,4,2,0,0,6,5,5,909,6,1,2,2,5,2,1,2,0,0,7,5,5,5697,6,1,2,1,4,4,2,1,0,0,7,5,5
6428,,,,,,,,,,,,,,6856,,,,,,,,,,,,,,,3838,,,,,,,,,,,,,,6476,,,,,,,,,,,,,,6414,4,5,1,1,2,4,3,2,0,2,7,6,5,7154,6,7,1,1,2,4,5,3,0,1,7,6,5
1547,6,4,7,1,4,2,2,1,0,6,9,2,5,2639,2,3,1,1,4,5,3,1,15,5,10,5,3,2,6463,1,4,1,2,4,4,5,1,0,4,9,5,5,6083,6,7,1,3,3,6,4,2,0,1,9,4,5,7248,,,,,,,,,,,,,,0,,,,,,,,,,,,,
2941,6,5,2,4,7,6,6,2,30,3,9,6,3,3483,6,4,2,4,7,6,6,2,45,2,8,5,4,6,1986,6,2,2,6,7,7,5,2,0,2,7,6,5,6728,6,5,4,5,5,6,4,2,0,5,8,6,3,6111,6,4,3,4,5,7,4,2,0,4,7,5,5,3810,,,,,,,,,,,,,
5079,,,,,,,,,,,,,,2064,,,,,,,,,,,,,,,5993,,,,,,,,,,,,,,0,,,,,,,,,,,,,,4855,,,,,,,,,,,,,,2174,6,1,2,1,5,3,4,2,20,0,9,2,0
3329,2,7,7,7,5,6,6,3,0,4,7,4,5,2978,5,7,7,1,2,2,3,1,0,0,6,4,5,2,2529,5,1,1,1,2,4,3,1,0,0,6,4,4,68,4,1,2,1,4,4,3,2,0,0,6,4,0,1675,6,7,3,1,3,3,2,2,0,0,6,4,5,2535,,,,,,,,,,,,,
3526,3,2,1,1,6,5,2,2,0,4,7,5,2,1276,6,2,2,1,2,5,2,2,15,6,8,6,5,3,3258,7,2,1,1,3,6,1,2,20,6,8,5,3,2081,6,1,2,2,2,3,5,2,0,0,7,4,5,1166,6,7,1,1,1,1,2,2,0,0,7,2,5,1328,,,,,,,,,,,,,
3329,,,,,,,,,,,,,,1399,6,6,7,3,3,5,4,2,998,1,7,1,0,2,3532,5,2,1,3,5,5,4,2,998,2,7,4,2,990,2,1,7,7,4,5,4,2,998,3,8,2,4,1808,5,1,1,3,3,4,3,3,0,1,7,4,5,231,,,,,,,,,,,,,
1667,,,,,,,,,,,,,,1472,,,,,,,,,,,,,,,3128,6,2,1,1,2,1,2,2,998,1,8,6,3,763,5,4,3,4,6,2,3,2,60,1,8,5,2,4936,4,7,1,3,2,1,1,2,0,0,7,2,4,2016,6,7,2,1,5,2,2,2,0,0,8,4,4
3526,,,,,,,,,,,,,,1276,,,,,,,,,,,,,,,3258,4,3,1,3,2,6,2,2,0,2,7,6,3,161,6,4,2,1,2,2,2,2,0,1,7,5,5,1051,6,4,2,1,3,4,2,2,0,5,8,2,5,6195,6,1,2,7,6,2,2,2,73,0,8,2,5
1667,,,,,,,,,,,,,,1472,,,,,,,,,,,,,,,3128,,,,,,,,,,,,,,763,,,,,,,,,,,,,,2785,,,,,,,,,,,,,,3148,3,2,7,2,7,4,5,3,25,0,10,2,0
3674,6,4,2,3,4,3,2,2,0,5,9,5,0,2422,5,3,2,2,3,3,2,2,37,6,8,6,1,4,3244,4,3,1,4,3,2,1,2,40,4,10,5,1,1815,2,1,1,4,5,3,1,2,0,1,9,4,1,3665,,,,,,,,,,,,,,1327,,,,,,,,,,,,,
3674,,,,,,,,,,,,,,2422,6,4,1,1,6,4,2,2,25,4,8,4,0,5,3244,6,4,1,1,4,2,2,1,0,5,7,4,0,1815,6,3,1,1,4,2,1,2,10,6,8,5,0,3665,6,4,1,1,5,2,2,2,0,5,8,4,1,1327,6,3,1,1,4,2,2,2,0,6,9,5,3
2243,,,,,,,,,,,,,,5265,,,,,,,,,,,,,,,5172,6,4,3,1,1,5,4,2,0,1,8,2,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,
714,6,5,1,1,7,6,4,2,10,4,5,4,0,3002,6,4,2,1,7,7,3,2,10,4,5,1,0,4,1075,6,5,1,1,7,7,7,1,8,4,7,5,2,0,,,,,,,,,,,,,,8406,6,1,2,1,4,5,3,1,0,0,7,3,2,0,,,,,,,,,,,,,
714,,,,,,,,,,,,,,3002,,,,,,,,,,,,,,,1075,5,4,1,3,4,3,2,2,0,6,6,5,0,0,,,,,,,,,,,,,,8406,6,2,1,2,6,3,5,1,30,5,7,5,3,0,,,,,,,,,,,,,
1304,6,4,1,3,4,6,5,3,28,1,10,5,0,437,,,,,,,,,,,,,,,7919,,,,,,,,,,,,,,7583,5,7,2,7,7,7,7,1,0,0,10,6,1,9095,,,,,,,,,,,,,,7882,,,,,,,,,,,,,
1304,,,,,,,,,,,,,,437,,,,,,,,,,,,,,,7919,4,1,1,1,4,4,1,2,0,0,8,6,0,6539,,,,,,,,,,,,,,0,,,,,,,,,,,,,,7703,6,1,2,6,2,4,3,1,0,0,6,4,3
2311,6,1,2,4,3,4,4,2,0,1,7,2,3,2395,5,1,1,1,4,4,3,1,0,0,8,2,3,2,1505,5,3,1,1,5,3,3,1,0,0,7,2,0,4376,1,1,1,1,4,2,2,1,0,0,7,4,1,1791,4,2,2,5,5,2,2,2,0,0,8,5,4,6866,,,,,,,,,,,,,
2311,,,,,,,,,,,,,,1239,6,4,1,5,3,3,2,2,15,5,7,4,0,2,779,6,5,1,4,7,5,4,2,0,5,8,3,3,4415,6,5,2,4,4,2,4,2,0,5,6,3,5,4572,2,1,2,4,3,3,5,2,0,0,8,4,4,372,6,1,2,4,3,4,4,2,0,0,8,3,4
228,,,,,,,,,,,,,,6199,6,2,1,3,3,2,2,2,20,6,8,6,0,1,1320,6,4,1,3,1,3,2,1,0,6,9,5,0,3033,5,7,1,3,4,4,3,2,0,0,8,4,0,8176,6,1,2,4,4,5,2,2,0,0,6,4,2,4704,6,7,2,1,2,2,1,1,0,0,8,6,3
26,,,,,,,,,,,,,,1868,,,,,,,,,,,,,,,725,6,3,7,5,7,1,1,2,0,6,6,5,3,0,,,,,,,,,,,,,,8643,3,4,1,1,6,1,2,1,0,0,6,5,3,935,,,,,,,,,,,,,
26,,,,,,,,,,,,,,1868,,,,,,,,,,,,,,,725,,,,,,,,,,,,,,0,,,,,,,,,,,,,,8798,4,7,7,4,4,6,2,2,0,0,8,6,5,8262,3,1,1,3,2,7,6,1,60,0,5,6,5
6571,2,7,7,7,7,4,7,2,0,1,2,2,1,4823,3,1,2,6,4,6,4,1,0,0,4,1,0,1,4226,5,1,1,6,5,6,4,1,0,0,6,6,2,394,6,1,1,6,6,6,4,3,0,0,6,5,0,2564,,,,,,,,,,,,,,2560,,,,,,,,,,,,,
4718,,,,,,,,,,,,,,4460,,,,,,,,,,,,,,,3668,6,3,1,4,2,2,1,2,0,5,7,2,0,1570,5,1,1,1,3,5,1,2,0,5,7,2,2,6848,6,6,1,2,2,2,1,2,0,0,7,3,2,5525,6,6,1,2,3,1,1,2,55,0,7,2,2
6861,,,,,,,,,,,,,,4066,5,4,2,2,1,1,1,1,0,6,8,2,0,2,8308,5,4,2,2,2,3,3,2,35,2,8,6,0,4257,5,5,1,1,1,4,4,1,0,3,7,6,0,2751,6,3,2,1,2,5,5,1,40,6,6,5,2,4164,6,4,4,1,2,4,3,1,35,4,7,5,3
6861,,,,,,,,,,,,,,4066,,,,,,,,,,,,,,,8308,,,,,,,,,,,,,,4257,,,,,,,,,,,,,,2751,6,5,2,1,3,5,5,1,0,3,10,4,0,4164,6,4,2,4,4,5,5,1,0,3,10,5,0
5712,3,7,7,6,4,5,4,3,0,6,8,4,0,6322,2,1,1,5,7,5,5,3,0,0,7,5,3,2,8504,4,3,2,4,3,3,2,2,0,0,8,5,1,473,2,4,3,4,2,4,2,2,0,0,8,5,4,5580,3,2,2,4,3,5,3,2,0,0,8,5,2,7750,,,,,,,,,,,,,
1115,6,6,1,7,2,2,5,4,0,1,9,2,3,1301,5,4,2,7,2,2,2,3,15,6,8,2,3,5,6452,6,4,2,1,2,3,4,2,0,0,7,3,2,5529,6,4,2,1,1,2,1,2,0,0,8,4,2,8993,,,,,,,,,,,,,,6356,,,,,,,,,,,,,
1596,,,,,,,,,,,,,,1168,,,,,,,,,,,,,,,528,3,1,1,2,3,3,2,1,10,6,7,4,1,2766,6,1,2,1,4,4,3,1,0,6,5,3,4,904,6,1,2,1,5,5,3,2,0,5,6,5,1,1056,5,1,2,5,5,5,2,1,0,4,8,4,4
5489,,,,,,,,,,,,,,3839,,,,,,,,,,,,,,,4551,,,,,,,,,,,,,,6910,,,,,,,,,,,,,,7495,6,4,2,1,7,2,2,1,0,1,7,4,4,8328,6,6,2,1,6,2,1,1,22,1,7,5,5
722,6,2,1,2,4,2,1,1,0,1,7,1,5,368,6,4,2,3,1,1,1,1,15,3,8,2,5,2,5502,6,1,2,4,1,1,2,1,0,0,8,3,5,3974,6,7,2,4,2,1,1,1,0,0,8,2,5,2196,,,,,,,,,,,,,,4089,,,,,,,,,,,,,
1729,,,,,,,,,,,,,,2431,,,,,,,,,,,,,,,1405,6,5,3,2,1,4,2,2,0,3,9,5,3,4049,6,4,3,1,1,4,2,2,0,2,9,6,6,946,6,3,3,1,1,5,3,2,0,2,8,5,5,4642,6,7,2,1,2,2,2,2,40,0,7,6,6
5613,,,,,,,,,,,,,,6857,,,,,,,,,,,,,,,7488,,,,,,,,,,,,,,8257,,,,,,,,,,,,,,2327,,,,,,,,,,,,,,7585,6,5,2,2,1,4,2,2,30,6,7,5,4
3832,4,3,3,4,5,1,1,1,0,4,9,4,4,3922,6,2,1,2,4,3,2,3,20,6,7,5,4,3,6176,3,1,2,2,5,4,3,2,0,5,7,5,4,5743,6,1,2,3,4,2,2,2,40,6,7,6,2,5382,5,2,3,1,5,3,3,2,0,0,6,5,4,626,,,,,,,,,,,,,
4510,4,5,3,1,1,1,1,1,0,4,6,2,2,4443,6,2,2,2,4,2,2,1,25,5,9,4,1,0,6731,6,4,1,3,1,2,5,1,0,0,7,5,1,115,6,7,2,4,1,2,4,1,0,0,7,5,4,2647,,,,,,,,,,,,,,6385,,,,,,,,,,,,,
3554,7,2,7,2,1,1,1,4,0,1,7,2,0,123,1,1,1,1,3,1,5,2,40,1,9,2,5,5,3061,,,,,,,,,,,,,,1445,,,,,,,,,,,,,,8978,,,,,,,,,,,,,,5705,,,,,,,,,,,,,
3554,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,3061,,,,,,,,,,,,,,1445,6,6,7,2,6,6,6,2,0,4,6,6,0,5727,,,,,,,,,,,,,,6210,6,1,1,1,2,2,3,1,0,0,7,5,2
2774,,,,,,,,,,,,,,2532,,,,,,,,,,,,,,,7272,6,5,2,1,5,6,3,2,20,5,8,2,3,4425,5,2,3,1,5,6,4,2,0,5,7,4,5,9060,6,3,3,1,6,5,2,2,30,2,6,4,5,5763,6,2,2,3,5,5,2,2,25,0,7,4,5
2774,,,,,,,,,,,,,,2532,,,,,,,,,,,,,,,7272,,,,,,,,,,,,,,4425,,,,,,,,,,,,,,9060,5,3,1,3,4,5,4,2,0,1,9,5,0,5763,,,,,,,,,,,,,
3493,,,,,,,,,,,,,,2651,,,,,,,,,,,,,,,1489,,,,,,,,,,,,,,40,,,,,,,,,,,,,,457,4,4,1,1,1,1,1,2,0,1,8,6,1,7437,4,4,2,1,1,1,1,3,110,1,10,5,3
4706,6,6,2,3,5,1,1,2,0,6,8,4,2,6321,6,4,1,4,7,6,4,2,0,0,7,4,2,2,6790,5,4,1,3,5,1,2,2,0,0,7,5,0,8464,4,4,7,4,7,4,3,2,0,0,7,6,0,6644,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3048,1,7,7,7,7,6,5,1,0,6,10,6,0,1233,5,4,1,4,5,6,4,1,4,6,10,6,1,4,281,4,4,7,4,4,4,3,1,0,6,10,1,4,5691,2,4,1,4,2,6,7,1,0,6,10,6,4,6568,,,,,,,,,,,,,,4641,,,,,,,,,,,,,
3048,,,,,,,,,,,,,,1233,,,,,,,,,,,,,,,281,6,4,1,4,7,1,1,1,0,6,12,5,2,6379,6,1,1,1,1,1,1,1,0,0,10,6,1,137,6,2,2,1,1,1,1,1,0,0,8,6,1,4972,6,5,3,2,1,1,1,1,0,0,6,6,4
5000,,,,,,,,,,,,,,3663,,,,,,,,,,,,,,,2417,,,,,,,,,,,,,,8221,,,,,,,,,,,,,,7425,6,5,3,2,2,2,1,1,0,1,8,5,0,0,,,,,,,,,,,,,
1037,2,1,2,1,4,7,7,1,0,4,10,5,3,1251,6,6,3,1,7,4,5,1,35,6,6,6,2,5,499,6,1,1,3,3,2,2,1,60,3,7,4,2,349,5,3,2,4,4,1,2,1,0,2,5,5,2,7944,5,1,4,5,4,1,3,1,0,0,6,5,1,3015,,,,,,,,,,,,,
918,4,2,7,2,6,3,2,1,0,6,8,5,3,2306,6,4,1,1,5,5,3,1,15,6,7,5,4,4,6958,6,5,1,6,5,2,2,1,0,0,7,5,4,518,6,2,1,6,6,7,5,1,0,0,9,5,5,4482,6,1,1,4,4,3,2,1,0,0,6,5,0,4722,,,,,,,,,,,,,
918,,,,,,,,,,,,,,2306,6,3,1,2,6,3,4,1,20,6,8,5,3,3,1275,6,5,1,2,4,2,2,2,0,6,6,5,5,76,6,5,1,2,5,4,3,1,52,5,8,5,5,5285,6,5,7,7,4,5,4,1,0,0,7,5,5,2830,6,2,1,2,2,2,1,1,0,0,8,4,5
1170,6,3,1,2,2,4,3,2,0,4,8,5,3,1491,6,4,1,2,1,3,2,2,15,1,7,5,5,3,5718,5,1,1,1,2,3,2,2,0,0,7,5,3,742,6,1,2,2,4,4,2,2,0,0,7,4,4,3025,,,,,,,,,,,,,,1667,,,,,,,,,,,,,
1016,,,,,,,,,,,,,,7355,,,,,,,,,,,,,,,749,1,1,1,2,2,4,1,0,0,1,9,5,4,2429,4,7,1,1,5,7,6,3,0,1,8,5,4,985,2,3,1,1,5,5,7,3,0,3,8,5,3,7893,5,1,1,2,5,5,3,2,30,0,8,5,0
1016,,,,,,,,,,,,,,7355,,,,,,,,,,,,,,,749,,,,,,,,,,,,,,2429,,,,,,,,,,,,,,985,,,,,,,,,,,,,,5247,5,5,1,7,1,4,2,1,30,0,6,5,3
4236,5,3,3,4,2,2,1,1,35,4,9,4,2,8002,5,2,2,7,3,2,2,1,19,2,8,4,5,2,1130,5,4,2,1,4,2,3,1,0,5,8,4,5,806,5,7,2,7,3,2,1,1,40,6,8,4,5,1201,,,,,,,,,,,,,,0,,,,,,,,,,,,,
7025,3,2,2,2,7,1,2,2,0,0,8,5,3,1927,6,7,1,1,3,2,3,2,0,0,8,5,1,0,2613,5,5,2,4,4,2,2,2,0,0,8,6,2,7638,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,
7088,,,,,,,,,,,,,,758,,,,,,,,,,,,,,,723,,,,,,,,,,,,,,1625,6,2,2,4,5,4,5,1,0,6,3,5,0,590,6,4,1,2,7,5,5,1,0,4,8,6,0,8869,4,2,1,3,6,4,4,1,19,0,8,6,1
7055,6,6,2,7,2,3,1,2,0,1,7,2,1,4539,6,5,1,1,4,2,2,1,30,1,6,6,2,4,6683,6,1,2,2,5,4,5,1,0,0,9,5,0,761,6,6,2,2,5,3,3,1,0,0,6,4,3,3738,,,,,,,,,,,,,,3383,,,,,,,,,,,,,
829,,,,,,,,,,,,,,1795,1,2,1,1,4,4,5,1,25,5,7,5,1,4,5289,3,1,1,1,1,3,4,1,37,6,6,4,2,8072,,,,,,,,,,,,,,6477,6,7,2,7,6,1,1,1,0,0,6,4,0,8725,,,,,,,,,,,,,
829,1,2,1,2,7,5,3,2,30,3,8,5,1,1795,1,3,7,4,5,1,1,3,90,4,7,5,2,3,5289,1,1,1,5,4,5,6,2,40,5,7,5,1,7619,1,1,1,4,6,4,2,2,0,0,7,5,1,1261,1,1,1,1,4,7,4,2,0,0,8,5,4,6279,,,,,,,,,,,,,
3274,,,,,,,,,,,,,,614,,,,,,,,,,,,,,,1981,4,4,1,1,2,2,2,1,0,2,6,5,2,4271,6,5,1,1,2,1,2,1,0,5,7,4,2,6482,6,4,2,1,3,2,2,1,0,6,7,2,4,204,6,6,1,1,3,1,2,1,0,6,7,3,4
3274,,,,,,,,,,,,,,614,,,,,,,,,,,,,,,1981,,,,,,,,,,,,,,4271,5,6,3,4,3,3,3,2,0,6,7,5,0,6482,5,4,2,3,4,5,3,2,0,4,6,5,5,204,6,5,3,3,5,6,4,2,0,3,6,4,5
4300,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,538,,,,,,,,,,,,,,3473,,,,,,,,,,,,,,7519,,,,,,,,,,,,,,3626,4,4,3,4,2,2,4,1,0,1,7,4,3
2983,,,,,,,,,,,,,,1850,,,,,,,,,,,,,,,703,,,,,,,,,,,,,,2076,,,,,,,,,,,,,,7879,,,,,,,,,,,,,,5592,4,3,1,1,2,4,3,1,0,1,5,5,2
2669,,,,,,,,,,,,,,1055,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,2295,6,4,4,1,3,2,2,1,0,1,7,5,3,2386,6,3,1,1,4,4,2,1,0,1,6,5,3,514,6,2,3,1,4,4,3,1,20,2,8,5,3
2669,,,,,,,,,,,,,,1055,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,2295,,,,,,,,,,,,,,2386,,,,,,,,,,,,,,514,5,4,2,3,2,2,1,1,0,1,8,2,0
7169,6,4,2,1,4,3,2,2,0,1,6,2,3,5564,6,2,1,2,2,2,1,2,50,1,6,6,4,5,8004,6,2,1,1,3,3,2,1,0,1,7,4,4,8223,6,5,2,1,1,1,1,2,0,1,6,4,5,8224,,,,,,,,,,,,,,5510,,,,,,,,,,,,,
7169,4,1,2,1,1,1,1,3,0,2,8,5,0,5564,3,3,1,3,1,3,2,3,47,2,7,5,5,3,8004,6,1,1,4,2,2,1,1,0,3,8,4,2,8223,5,1,3,4,4,6,2,1,0,3,8,4,1,8035,5,1,1,3,7,6,2,1,0,0,8,4,3,6097,,,,,,,,,,,,,
1804,,,,,,,,,,,,,,3023,,,,,,,,,,,,,,,3799,,,,,,,,,,,,,,1398,6,4,6,1,1,5,4,1,0,6,8,2,0,2300,6,3,1,7,5,6,5,1,0,6,8,5,0,823,,,,,,,,,,,,,
1804,,,,,,,,,,,,,,3023,,,,,,,,,,,,,,,3799,,,,,,,,,,,,,,1398,,,,,,,,,,,,,,2300,4,2,3,2,3,2,3,1,0,6,7,4,0,823,6,6,2,1,2,2,5,1,15,3,8,2,0
2570,4,1,1,1,6,5,5,2,0,5,5,4,0,4307,5,7,7,3,6,4,3,2,0,0,7,5,0,0,5272,6,1,1,2,3,2,2,2,0,0,6,4,0,3192,5,7,2,5,6,2,1,2,0,0,6,4,1,1744,,,,,,,,,,,,,,2624,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,2706,,,,,,,,,,,,,,,1233,,,,,,,,,,,,,,3352,7,7,2,5,5,4,4,3,0,3,10,1,2,228,7,7,1,6,7,3,1,3,0,1,9,1,2,2337,7,7,7,3,7,7,7,2,0,6,8,5,4
7928,,,,,,,,,,,,,,4158,,,,,,,,,,,,,,,8296,,,,,,,,,,,,,,6755,2,3,1,1,1,4,5,2,0,5,9,6,2,7085,4,1,1,1,3,7,5,2,40,3,8,6,3,9046,4,7,1,1,5,6,6,3,40,2,6,6,3
1341,,,,,,,,,,,,,,1585,,,,,,,,,,,,,,,5214,,,,,,,,,,,,,,4175,,,,,,,,,,,,,,8599,3,5,7,5,6,7,7,1,0,1,9,5,0,7184,6,7,7,6,4,5,2,1,35,0,7,5,5
600,5,1,1,1,7,5,3,1,40,2,7,5,5,1904,6,4,4,1,3,1,2,1,40,5,7,4,3,2,3129,5,5,2,1,4,1,2,1,0,1,6,5,3,903,6,5,2,1,4,1,1,1,0,6,6,5,3,1953,,,,,,,,,,,,,,415,,,,,,,,,,,,,
